         686669866 function calls (612528273 primitive calls) in 379.804 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     3039    0.003    0.000    0.067    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\datetimerange\_core.py:551(set_start_datetime)
       41    0.001    0.000    0.067    0.002 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\datapane\common\df_processor.py:62(timedelta_to_str)
     4687    0.008    0.000    0.067    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\transforms.py:1972(rotate_deg)
     1298    0.003    0.000    0.067    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\ticker.py:2890(__init__)
    51193    0.056    0.000    0.067    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\proplot\internals\__init__.py:231(_not_none)
     3506    0.014    0.000    0.066    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\transforms.py:2716(_revalidate)
      312    0.000    0.000    0.066    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\spines.py:219(clear)
     3963    0.008    0.000    0.066    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\series.py:565(_set_axis)
    68772    0.033    0.000    0.066    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\colors.py:407(<genexpr>)
    21136    0.013    0.000    0.065    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\transforms.py:2218(get_affine)
     2736    0.037    0.000    0.065    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\dateutil\rrule.py:428(__init__)
     3108    0.011    0.000    0.065    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\_mathtext.py:260(_get_info)
     2091    0.054    0.000    0.065    0.000 {method 'draw_markers' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
     7984    0.016    0.000    0.065    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\common.py:96(is_bool_indexer)
26998/26903    0.023    0.000    0.065    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\transforms.py:1089(get_points)
        1    0.000    0.000    0.065    0.065 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\datapane\processors\processors.py:194(_write_html_template)
     2823    0.011    0.000    0.065    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\lines.py:1290(update_from)
    95048    0.046    0.000    0.065    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\numpy\lib\function_base.py:348(iterable)
     8612    0.017    0.000    0.065    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\transforms.py:1813(frozen)
      788    0.031    0.000    0.065    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\numpy\lib\arraysetops.py:524(in1d)
     2732    0.009    0.000    0.065    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\transforms.py:1780(transform_path_affine)
     2431    0.006    0.000    0.064    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\patches.py:854(get_bbox)
     2345    0.006    0.000    0.064    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pyparsing\core.py:3110(parseImpl)
     9941    0.023    0.000    0.063    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\proplot\config.py:720(__getitem__)
    15114    0.015    0.000    0.063    0.000 {method 'any' of 'numpy.ndarray' objects}
     1156    0.009    0.000    0.063    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\copy.py:227(_deepcopy_dict)
     1252    0.007    0.000    0.063    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\axis.py:1310(_get_tick_label_size)
     1310    0.003    0.000    0.063    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\ticker.py:2086(__init__)
      991    0.022    0.000    0.063    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\proplot\internals\__init__.py:305(_pop_props)
     1092    0.010    0.000    0.063    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\proplot\ticker.py:325(__call__)
      976    0.024    0.000    0.063    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\ticker.py:884(_set_format)
       30    0.000    0.000    0.062    0.002 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\sre_compile.py:783(compile)
     6078    0.008    0.000    0.061    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\typepy\type\_datetime.py:27(__init__)
    20601    0.019    0.000    0.061    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\transforms.py:2381(transform_non_affine)
    10065    0.053    0.000    0.061    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\transforms.py:2457(get_matrix)
     1444    0.018    0.000    0.061    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\patches.py:546(_bind_draw_path_function)
   422735    0.061    0.000    0.061    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\artist.py:217(axes)
        1    0.000    0.000    0.061    0.061 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pdf2image\pdf2image.py:525(pdfinfo_from_path)
      246    0.003    0.000    0.060    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\frame.py:4614(select_dtypes)
507708/507608    0.054    0.000    0.060    0.000 {built-in method builtins.iter}
      105    0.001    0.000    0.060    0.001 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\reshape\concat.py:565(get_result)
     1310    0.009    0.000    0.059    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\ticker.py:2157(set_params)
21547/21485    0.012    0.000    0.059    0.000 {method 'view' of 'numpy.ndarray' objects}
     2431    0.007    0.000    0.059    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\transforms.py:1992(rotate_deg_around)
     5642    0.018    0.000    0.059    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\transforms.py:1587(transform_path_non_affine)
      246    0.002    0.000    0.059    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\frame.py:3989(_setitem_array)
    11593    0.013    0.000    0.058    0.000 {method 'min' of 'numpy.ndarray' objects}
    13873    0.021    0.000    0.058    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\dtypes\common.py:162(is_object_dtype)
    14521    0.046    0.000    0.058    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\generic.py:259(__init__)
  336/312    0.001    0.000    0.058    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\arraylike.py:52(__le__)
    58848    0.008    0.000    0.058    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\arrays\datetimes.py:569(__iter__)
       29    0.000    0.000    0.058    0.002 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\collections.py:1278(__init__)
     4687    0.035    0.000    0.058    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\transforms.py:1956(rotate)
    19396    0.046    0.000    0.058    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\_api\__init__.py:64(check_isinstance)
      346    0.002    0.000    0.058    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\frame.py:4164(_set_item)
      144    0.004    0.000    0.058    0.000 C:\Programming\ethos_penalps\src\ethos_penalps\process_state_handler.py:94(switch_to_input_stream_requesting_state)
8056/7744    0.037    0.000    0.057    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\spines.py:330(get_spine_transform)
    11679    0.040    0.000    0.057    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\numpy\core\numeric.py:274(full)
     6822    0.010    0.000    0.057    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\artist.py:876(_set_gc_clip)
    58464    0.057    0.000    0.057    0.000 {method 'replace' of 'datetime.datetime' objects}
       36    0.000    0.000    0.057    0.002 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\collections.py:1186(__init__)
     3039    0.002    0.000    0.057    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\datetimerange\_core.py:578(set_end_datetime)
10629/10546    0.036    0.000    0.057    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\transforms.py:392(bounds)
      289    0.014    0.000    0.057    0.000 C:\Programming\ethos_penalps\src\ethos_penalps\storage.py:548(create_a_list_of_datetime_ranges_from_list_of_stream_states)
    42557    0.042    0.000    0.056    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\enum.py:359(__call__)
       98    0.002    0.000    0.056    0.001 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\axes\_base.py:2045(add_collection)
     3614    0.008    0.000    0.056    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\internals\managers.py:1934(from_array)
    27360    0.050    0.000    0.056    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\dateutil\rrule.py:1079(__mod_distance)
     1384    0.010    0.000    0.056    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\transforms.py:487(transformed)
    44868    0.031    0.000    0.055    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\font_manager.py:1304(<genexpr>)
      248    0.001    0.000    0.055    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\arrays\string_.py:329(_from_sequence)
     9904    0.008    0.000    0.055    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\dtypes\base.py:286(is_dtype)
     2439    0.015    0.000    0.055    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\transforms.py:1037(set)
      319    0.007    0.000    0.055    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\internals\managers.py:1078(fast_xs)
      976    0.025    0.000    0.055    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\colors.py:588(__call__)
     4959    0.016    0.000    0.055    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\numpy\lib\stride_tricks.py:480(broadcast_arrays)
    19154    0.055    0.000    0.055    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\transforms.py:2879(_interval_contains_close)
     5604    0.009    0.000    0.055    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\dtypes\common.py:427(is_period_dtype)
     1449    0.004    0.000    0.055    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\patches.py:352(_set_facecolor)
    14588    0.019    0.000    0.055    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\backends\backend_svg.py:191(end)
    31456    0.053    0.000    0.055    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\numpy\core\_ufunc_config.py:132(geterr)
      146    0.002    0.000    0.054    0.000 C:\Programming\ethos_penalps\src\ethos_penalps\production_plan.py:348(add_temporary_production_plan)
     1647    0.022    0.000    0.054    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\dtypes\base.py:494(find)
      281    0.018    0.000    0.054    0.000 {built-in method pandas._libs.lib.ensure_string_array}
   201618    0.054    0.000    0.054    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\inspect.py:2779(__init__)
    21747    0.023    0.000    0.054    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\indexing.py:2656(check_deprecated_indexers)
      292    0.002    0.000    0.053    0.000 C:\Programming\ethos_penalps\src\ethos_penalps\stream.py:498(get_mass_share_in_time_period)
     6078    0.010    0.000    0.053    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\typepy\type\_base.py:40(__init__)
    14633    0.025    0.000    0.053    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\dtypes\common.py:1246(is_float_dtype)
      144    0.003    0.000    0.053    0.000 C:\Programming\ethos_penalps\src\ethos_penalps\mass_balance.py:137(set_batch_stream_for_parallel_input_and_output_with_storage)
       41    0.000    0.000    0.053    0.001 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\datapane\common\df_processor.py:36(downcast_numbers)
   177837    0.035    0.000    0.053    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pyparsing\helpers.py:209(<lambda>)
       92    0.053    0.001    0.053    0.001 {pandas._libs.tslibs.vectorized.ints_to_pydatetime}
     5468    0.019    0.000    0.053    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\numpy\ma\core.py:2978(__array_finalize__)
    56/42    0.000    0.000    0.053    0.001 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\functools.py:961(__get__)
       14    0.000    0.000    0.052    0.004 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pyparsing\core.py:3099(re_match)
       14    0.000    0.000    0.052    0.004 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pyparsing\core.py:3089(re)
       41    0.000    0.000    0.052    0.001 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\datapane\common\df_processor.py:131(str_to_arrow_str)
   216456    0.021    0.000    0.052    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\__init__.py:637(__iter__)
      146    0.052    0.000    0.052    0.000 C:\Programming\ethos_penalps\src\ethos_penalps\production_plan.py:331(check_process_state_consistency)
     1223    0.004    0.000    0.052    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\textpath.py:28(_get_font)
  647/643    0.005    0.000    0.051    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\axes\_base.py:2303(_process_unit_info)
    10295    0.009    0.000    0.051    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\dtypes\common.py:1751(pandas_dtype)
      131    0.002    0.000    0.051    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\algorithms.py:593(factorize)
        1    0.000    0.000    0.051    0.051 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pdf2image\pdf2image.py:499(_get_poppler_version)
     4681    0.018    0.000    0.051    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\internals\blocks.py:2172(new_block)
      212    0.000    0.000    0.050    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\colorbar.py:322(get_window_extent)
       24    0.000    0.000    0.050    0.002 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\seaborn\utils.py:632(axis_ticklabels_overlap)
    11952    0.035    0.000    0.050    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\dateutil\tz\tz.py:1552(__call__)
55968/30337    0.042    0.000    0.049    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\transforms.py:2369(<lambda>)
        1    0.001    0.001    0.049    0.049 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\datapane\processors\processors.py:180(escape_json_htmlsafe)
     1368    0.004    0.000    0.049    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\dates.py:990(__init__)
    10328    0.016    0.000    0.049    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\series.py:661(name)
     4705    0.030    0.000    0.049    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\artist.py:1131(update_from)
      584    0.005    0.000    0.048    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\datetimerange\_core.py:691(intersection)
10595/10579    0.014    0.000    0.048    0.000 <frozen importlib._bootstrap>:1053(_handle_fromlist)
     3761    0.010    0.000    0.048    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\arrays\datetimelike.py:2138(ensure_arraylike_for_datetimelike)
    15200    0.007    0.000    0.048    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\numpy\core\_methods.py:55(_any)
    10322    0.018    0.000    0.048    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\artist.py:713(set_figure)
    30/13    0.000    0.000    0.048    0.004 <frozen importlib._bootstrap>:1022(_find_and_load)
       18    0.000    0.000    0.048    0.003 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\backends\backend_qt5.py:594(_get_toolbar)
     6822    0.013    0.000    0.048    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\backend_bases.py:922(set_clip_path)
       24    0.000    0.000    0.048    0.002 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\legend.py:896(get_tightbbox)
       18    0.018    0.001    0.048    0.003 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\backends\backend_qt5.py:647(__init__)
     3343    0.017    0.000    0.047    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\axis.py:1609(_set_formatter)
  886/862    0.002    0.000    0.047    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\proplot\internals\warnings.py:80(_deprecate_kwargs)
      408    0.004    0.000    0.047    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\proplot\config.py:1107(context)
    26/13    0.000    0.000    0.047    0.004 <frozen importlib._bootstrap>:987(_find_and_load_unlocked)
    10036    0.022    0.000    0.047    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pyparsing\results.py:547(copy)
      681    0.003    0.000    0.047    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\_mathtext.py:1138(__init__)
     4227    0.013    0.000    0.047    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\lines.py:1217(set_markerfacecoloralt)
      378    0.001    0.000    0.047    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\text.py:526(set_clip_path)
     5402    0.009    0.000    0.046    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\array_algos\take.py:554(_take_preprocess_indexer_and_fill_value)
    27360    0.042    0.000    0.046    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\dateutil\rrule.py:1284(htimeset)
    52800    0.033    0.000    0.046    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\backends\backend_svg.py:73(escape_cdata)
       24    0.000    0.000    0.046    0.002 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\artist.py:1308(__init__)
     1368    0.003    0.000    0.046    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\dates.py:996(set)
       24    0.005    0.000    0.046    0.002 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\artist.py:1328(get_aliases)
      732    0.001    0.000    0.046    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\_mathtext.py:111(get_metrics)
    11593    0.005    0.000    0.046    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\numpy\core\_methods.py:43(_amin)
    41490    0.012    0.000    0.046    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\figure.py:2365(_set_dpi)
    11976    0.028    0.000    0.046    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\markers.py:267(_set_fillstyle)
    13932    0.023    0.000    0.046    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\transforms.py:2004(translate)
9251/4979    0.015    0.000    0.046    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\axes\_base.py:907(get_yaxis_transform)
    15406    0.013    0.000    0.045    0.000 {method 'max' of 'numpy.ndarray' objects}
   485864    0.045    0.000    0.045    0.000 {method 'endswith' of 'str' objects}
     2467    0.037    0.000    0.045    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\numpy\core\shape_base.py:219(vstack)
     4724    0.013    0.000    0.045    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\dtypes\cast.py:574(_maybe_promote)
      976    0.010    0.000    0.045    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\ticker.py:808(_compute_offset)
     5604    0.013    0.000    0.045    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\dtypes\dtypes.py:977(is_dtype)
     1368    0.001    0.000    0.045    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\ticker.py:237(set_data_interval)
     6104    0.021    0.000    0.045    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\_config\config.py:116(_get_single_key)
      806    0.004    0.000    0.044    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\generic.py:6258(copy)
     1368    0.002    0.000    0.044    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\dateutil\relativedelta.py:407(__rsub__)
     1268    0.002    0.000    0.044    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\axis.py:448(_get_text1_transform)
     3205    0.007    0.000    0.044    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\transforms.py:968(intervalx)
     1544    0.009    0.000    0.044    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\spines.py:229(_adjust_location)
     6078    0.007    0.000    0.044    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\typepy\type\_base.py:105(convert)
      681    0.002    0.000    0.044    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\_mathtext.py:1154(_update_metrics)
     1625    0.037    0.000    0.044    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\dtypes\cast.py:1763(construct_1d_object_array_from_listlike)
     2124    0.011    0.000    0.044    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\indexers\utils.py:430(check_array_indexer)
     7799    0.013    0.000    0.043    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\series.py:1072(_get_value)
4870/4603    0.030    0.000    0.043    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\dtypes\missing.py:268(_isna_array)
      409    0.016    0.000    0.043    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\collections\__init__.py:328(namedtuple)
       68    0.002    0.000    0.043    0.001 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\axes\_base.py:2626(autoscale_view)
     3506    0.004    0.000    0.043    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\lines.py:717(_get_transformed_path)
    14638    0.029    0.000    0.043    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\font_manager.py:849(set_size)
       13    0.000    0.000    0.042    0.003 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\datapane\processors\file_store.py:189(load_file)
      348    0.002    0.000    0.042    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\proplot\axes\cartesian.py:439(_fix_ticks)
    12374    0.023    0.000    0.042    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\numpy\core\numerictypes.py:357(issubdtype)
     1268    0.007    0.000    0.042    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\axes\_base.py:855(get_xaxis_text1_transform)
    15494    0.013    0.000    0.042    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\transforms.py:2178(<lambda>)
       39    0.000    0.000    0.042    0.001 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\_mathtext.py:198(get_results)
    11284    0.016    0.000    0.042    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\font_manager.py:1206(score_weight)
     1195    0.002    0.000    0.041    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\axis.py:515(_get_text1_transform)
    63504    0.041    0.000    0.041    0.000 {method 'reshape' of 'numpy.ndarray' objects}
       37    0.000    0.000    0.041    0.001 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\mathtext.py:146(get_results)
7958/4174    0.013    0.000    0.041    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\axes\_base.py:831(get_xaxis_transform)
    11952    0.009    0.000    0.041    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\numpy\lib\function_base.py:2453(<listcomp>)
    12104    0.034    0.000    0.041    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\font_manager.py:813(set_weight)
     5381    0.017    0.000    0.041    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\copy.py:66(copy)
1942/1448    0.004    0.000    0.040    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\axes\_base.py:993(get_position)
     1577    0.016    0.000    0.040    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\indexes\base.py:2381(is_unique)
       76    0.000    0.000    0.040    0.001 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\_mathtext.py:1766(__call__)
    10872    0.021    0.000    0.039    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\font_manager.py:794(set_style)
       54    0.000    0.000    0.039    0.001 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\proplot\figure.py:1830(gridspec)
    71/55    0.000    0.000    0.039    0.001 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\arrays\datetimelike.py:425(astype)
   532/76    0.005    0.000    0.039    0.001 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\_mathtext.py:1783(hlist_out)
