         686669866 function calls (612528273 primitive calls) in 379.804 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     4227    0.008    0.000    0.025    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\lines.py:641(set_data)
     4227    0.009    0.000    0.032    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\lines.py:726(set_transform)
     4227    0.004    0.000    0.008    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\lines.py:1033(set_antialiased)
     4227    0.009    0.000    0.016    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\lines.py:1058(set_drawstyle)
     4227    0.017    0.000    0.220    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\lines.py:1203(set_markerfacecolor)
     4227    0.013    0.000    0.047    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\lines.py:1217(set_markerfacecoloralt)
     4227    0.007    0.000    0.015    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\lines.py:1314(set_dash_joinstyle)
     4227    0.006    0.000    0.014    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\lines.py:1328(set_solid_joinstyle)
     4227    0.009    0.000    0.020    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\lines.py:1358(set_dash_capstyle)
     4227    0.006    0.000    0.014    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\lines.py:1372(set_solid_capstyle)
     4227    0.001    0.000    0.001    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\markers.py:372(_set_nothing)
     4208    0.003    0.000    0.003    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\dtypes\cast.py:1422(sanitize_to_nanoseconds)
     4200    0.011    0.000    0.015    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\indexes\base.py:690(_simple_new)
     4196    0.003    0.000    0.004    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\ticker.py:1884(__call__)
     4196    0.001    0.000    0.001    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\ticker.py:1887(tick_values)
     4170    0.013    0.000    0.023    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\indexing.py:1130(_is_scalar_access)
     4129    0.001    0.000    0.001    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\arrays\numpy_.py:118(dtype)
     4104    0.002    0.000    0.002    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\dateutil\relativedelta.py:172(<genexpr>)
     4104    0.036    0.000    0.149    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\dateutil\relativedelta.py:105(__init__)
     4104    0.017    0.000    0.025    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\dateutil\relativedelta.py:231(_fix)
     4104    0.003    0.000    0.006    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\dates.py:1047(normalize_arg)
     4089    0.116    0.000    0.165    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\axes\_base.py:2763(_get_axis_map)
     4072    0.001    0.000    0.002    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\image.py:124(<genexpr>)
     4054    0.002    0.000    0.002    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\indexing.py:899(_validate_key_length)
     4048    0.003    0.000    0.003    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\ticker.py:2049(closeto)
     4033    0.004    0.000    0.004    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\collections\__init__.py:443(_asdict)
     4030    0.001    0.000    0.001    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\artist.py:845(get_clip_path)
     4028    0.002    0.000    0.002    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\compat\numpy\function.py:56(__call__)
     4026    0.020    0.000    0.083    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\numpy\ma\core.py:2808(__new__)
     4008    0.004    0.000    0.014    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\transforms.py:2271(get_matrix)
     4003    0.004    0.000    0.004    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\common.py:313(is_null_slice)
     4000    0.002    0.000    0.002    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\contextlib.py:420(__init__)
     4000    0.001    0.000    0.001    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\contextlib.py:423(__enter__)
     4000    0.001    0.000    0.001    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\contextlib.py:426(__exit__)
     3998    0.005    0.000    0.135    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\font_manager.py:674(_from_any)
     3976    0.004    0.000    0.007    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\nanops.py:350(_na_ok_dtype)
     3970    0.011    0.000    0.278    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\text.py:1240(set_fontproperties)
     3967    0.001    0.000    0.002    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\dtypes\inference.py:292(<genexpr>)
     3965    0.003    0.000    0.012    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\indexing.py:842(_expand_ellipsis)
     3964    0.003    0.000    0.007    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\construction.py:861(is_empty_data)
     3964    0.007    0.000    0.023    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\indexing.py:881(_is_nested_tuple_indexer)
     3964    0.047    0.000    0.475    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\indexing.py:931(_getitem_lowerdim)
     3963    0.008    0.000    0.066    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\series.py:565(_set_axis)
     3951    0.001    0.000    0.001    0.000 {built-in method sys.intern}
     3932    0.001    0.000    0.001    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\artist.py:841(get_clip_box)
     3931    0.003    0.000    0.012    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\arrays\datetimes.py:458(_check_compatible_with)
     3923    0.001    0.000    0.001    0.000 {method 'group' of 're.Match' objects}
     3895    0.017    0.000    1.974    0.001 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\backends\backend_agg.py:217(get_text_width_height_descent)
     3882    0.025    0.000    0.509    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\indexing.py:1244(_getitem_tuple)
     3864    0.008    0.000    0.088    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\numpy\ma\core.py:6660(array)
     3862    0.011    0.000    0.017    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\text.py:253(set_rotation_mode)
     3851    0.001    0.000    0.001    0.000 {pandas._libs.tslibs.np_datetime.is_unitless}
     3848    0.007    0.000    0.151    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\ticker.py:799(set_locs)
     3834    0.003    0.000    0.004    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\backend_bases.py:1015(get_hatch_path)
     3828    0.076    0.000    0.172    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\internals\managers.py:2361(_merge_blocks)
     3812    0.006    0.000    0.021    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\artist.py:1094(set_zorder)
     3800    0.011    0.000    0.011    0.000 {method 'round' of 'numpy.ndarray' objects}
     3797    0.009    0.000    1.143    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\axis.py:1258(get_majorticklocs)
     3770    0.036    0.000    0.614    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\text.py:129(__init__)
     3770    0.001    0.000    0.001    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\text.py:540(set_wrap)
     3770    0.006    0.000    0.012    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\text.py:1254(set_usetex)
     3770    0.004    0.000    0.004    0.000 {built-in method _simple_new}
     3766    0.006    0.000    0.032    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\text.py:1044(set_fontsize)
     3761    0.010    0.000    0.048    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\arrays\datetimelike.py:2138(ensure_arraylike_for_datetimelike)
     3757    0.002    0.000    0.002    0.000 {built-in method pandas._libs.tslibs.timezones.maybe_get_tz}
     3748    0.001    0.000    0.001    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\nanops.py:195(_get_fill_value)
     3748    0.012    0.000    0.095    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\nanops.py:217(_maybe_get_mask)
     3748    0.035    0.000    0.226    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\nanops.py:261(_get_values)
     3748    0.005    0.000    0.005    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\arrays\datetimes.py:94(tz_to_dtype)
     3748    0.013    0.000    0.018    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\arrays\datetimes.py:265(_simple_new)
     3747    0.012    0.000    0.306    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\nanops.py:403(new_func)
     3747    0.005    0.000    0.009    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\nanops.py:1453(_maybe_null_out)
     3745    0.003    0.000    0.004    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\transforms.py:276(y0)
     3741    0.001    0.000    0.001    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\arrays\datetimes.py:2314(_validate_dt64_dtype)
     3739    0.061    0.000    0.755    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\arrays\datetimes.py:1980(_sequence_to_dt64ns)
     3739    0.019    0.000    0.096    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\arrays\datetimes.py:2215(maybe_convert_dtype)
     3733    0.007    0.000    0.028    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\generic.py:5959(_protect_consolidate)
     3733    0.006    0.000    0.020    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\generic.py:5977(f)
     3733    0.004    0.000    0.033    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\generic.py:5973(_consolidate_inplace)
     3733    0.003    0.000    0.012    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\internals\managers.py:673(consolidate)
     3732    0.031    0.000    0.500    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\series.py:4773(_reduce)
     3731    0.002    0.000    0.003    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\nanops.py:1492(check_below_min_count)
     3729    0.001    0.000    0.001    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\internals\managers.py:997(__init__)
3719/3696    0.021    0.000    0.077    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\transforms.py:1758(__eq__)
     3678    0.007    0.000    1.678    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\axis.py:1352(get_major_ticks)
     3669    0.001    0.000    0.001    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\backend_bases.py:874(get_snap)
     3669    0.001    0.000    0.001    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\backend_bases.py:1022(get_hatch_color)
     3669    0.001    0.000    0.001    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\backend_bases.py:1030(get_hatch_linewidth)
     3646    0.003    0.000    0.004    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\arrays\datetimes.py:520(tz)
     3639    0.001    0.000    0.001    0.000 {method 'get_char_index' of 'matplotlib.ft2font.FT2Font' objects}
     3627    0.003    0.000    0.006    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\font_manager.py:1122(_expand_aliases)
     3614    0.008    0.000    0.056    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\internals\managers.py:1934(from_array)
     3577    0.043    0.000  330.376    0.092 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\frame.py:609(__init__)
     3552    0.003    0.000    0.123    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\dates.py:1865(convert)
     3548    0.007    0.000    0.013    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\gridspec.py:682(get_geometry)
     3548    0.003    0.000    0.017    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\proplot\gridspec.py:125(_get_geometry)
     3548    0.007    0.000    0.026    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\proplot\gridspec.py:140(_get_rows_columns)
     3541    0.003    0.000    0.004    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\ticker.py:1855(__call__)
     3541    0.001    0.000    0.001    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\ticker.py:1858(tick_values)
     3538    0.014    0.000    0.029    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\transforms.py:2701(__init__)
     3520    0.041    0.000    7.886    0.002 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\axis.py:833(set_tick_params)
     3520    0.009    0.000    0.009    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\axis.py:872(_translate_tick_kw)
     3519    0.025    0.000    0.376    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\nanops.py:83(_f)
     3519    0.007    0.000    0.275    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\nanops.py:469(newfunc)
     3519    0.017    0.000    0.267    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\nanops.py:588(nansum)
     3519    0.021    0.000    0.498    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\generic.py:11443(_min_count_stat_function)
     3519    0.009    0.000    0.507    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\generic.py:11492(sum)
     3519    0.006    0.000    0.514    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\generic.py:11777(sum)
     3514    0.001    0.000    0.001    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\text.py:735(get_color)
     3506    0.014    0.000    0.066    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\transforms.py:2716(_revalidate)
     3506    0.006    0.000    0.078    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\transforms.py:2729(get_transformed_points_and_affine)
     3506    0.004    0.000    0.006    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\transforms.py:2756(get_affine)
     3506    0.001    0.000    0.001    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\artist.py:583(get_url)
     3506    0.001    0.000    0.001    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\lines.py:598(get_markevery)
     3506    0.008    0.000    0.039    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\lines.py:702(_transform_path)
     3506    0.004    0.000    0.043    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\lines.py:717(_get_transformed_path)
     3506    0.001    0.000    0.001    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\lines.py:891(get_drawstyle)
     3506    0.004    0.000    0.005    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\lines.py:923(get_markeredgecolor)
     3506    0.005    0.000    0.006    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\markers.py:254(__bool__)
     3506    0.001    0.000    0.001    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\markers.py:283(get_joinstyle)
     3506    0.001    0.000    0.001    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\markers.py:286(get_capstyle)
     3506    0.001    0.000    0.001    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\markers.py:289(get_marker)
     3506    0.001    0.000    0.001    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\markers.py:337(get_path)
     3506    0.003    0.000    0.031    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\markers.py:346(get_transform)
     3506    0.001    0.000    0.001    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\markers.py:353(get_alt_path)
     3506    0.001    0.000    0.001    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\markers.py:369(get_snap_threshold)
     3506    0.035    0.000    1.918    0.001 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\axis.py:294(draw)
     3468    0.004    0.000    0.136    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\internals\managers.py:1846(is_consolidated)
     3457    0.001    0.000    0.001    0.000 {method 'expandtabs' of 'str' objects}
     3390    0.002    0.000    0.002    0.000 {method '__reduce_ex__' of 'datetime.datetime' objects}
     3389    0.004    0.000    0.701    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\axis.py:1365(get_minor_ticks)
     3384    0.004    0.000    0.032    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\inspect.py:725(getdoc)
     3379    0.009    0.000    0.132    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\algorithms.py:1484(take)
3376/1802    0.070    0.000    0.389    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\indexes\base.py:430(__new__)
     3370    0.004    0.000    0.009    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\transforms.py:398(extents)
     3364    0.001    0.000    0.001    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\axis.py:704(get_remove_overlapping_locs)
     3364    0.156    0.000    5.138    0.002 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\axis.py:1023(_update_ticks)
     3364    0.024    0.000    1.444    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\axis.py:1068(<listcomp>)
     3364    0.020    0.000    0.524    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\axis.py:1070(<listcomp>)
     3364    0.007    0.000    1.976    0.001 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\axis.py:1066(_get_tick_bboxes)
     3364    0.025    0.000    0.299    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\axis.py:1275(<listcomp>)
     3364    0.036    0.000    1.402    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\axis.py:1262(get_minorticklocs)
     3361    0.019    0.000    0.027    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\inspect.py:744(cleandoc)
     3358    0.010    0.000    0.022    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\internals\base.py:54(shape)
     3343    0.002    0.000    0.003    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\axis.py:577(formatter)
     3343    0.017    0.000    0.047    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\axis.py:1609(_set_formatter)
     3341    0.006    0.000    0.031    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\proplot\axes\base.py:1080(_range_subplotspec)
     3322    0.002    0.000    0.002    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\proplot\internals\__init__.py:266(<dictcomp>)
     3316    0.001    0.000    0.001    0.000 {method 'total_seconds' of 'datetime.timedelta' objects}
     3251    0.001    0.000    0.001    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\indexes\base.py:986(dtype)
     3235    0.009    0.000    0.025    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\internals\blocks.py:2161(new_block_2d)
     3205    0.007    0.000    0.044    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\transforms.py:968(intervalx)
     3193    0.003    0.000    0.005    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\transforms.py:266(x0)
     3173    0.001    0.000    0.002    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\numpy\ma\core.py:3234(_scalar_heuristic)
     3161    0.001    0.000    0.001    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\series.py:546(_constructor)
     3148    0.070    0.000    0.085    0.000 {pandas._libs.lib.infer_dtype}
     3147    0.003    0.000    0.003    0.000 {method 'copy' of 'numpy.generic' objects}
     3130    0.003    0.000    0.003    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\proplot\axes\base.py:1331(<genexpr>)
     3116    0.013    0.000    0.142    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\transforms.py:680(<listcomp>)
     3116    0.012    0.000    0.127    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\transforms.py:681(<listcomp>)
     3116    0.012    0.000    0.125    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\transforms.py:682(<listcomp>)
     3116    0.012    0.000    0.125    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\transforms.py:683(<listcomp>)
     3116    0.036    0.000    0.671    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\transforms.py:675(union)
     3108    0.011    0.000    0.065    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\_mathtext.py:260(_get_info)
     3103    0.005    0.000    0.016    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\warnings.py:165(simplefilter)
     3039    0.009    0.000    0.100    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\_text_layout.py:14(layout)
     3039    0.004    0.000    0.132    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\datetimerange\_core.py:123(__init__)
     3039    0.003    0.000    0.067    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\datetimerange\_core.py:551(set_start_datetime)
     3039    0.002    0.000    0.057    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\datetimerange\_core.py:578(set_end_datetime)
     3039    0.004    0.000    0.128    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\datetimerange\_core.py:605(set_time_range)
     3032    0.002    0.000    0.002    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\axis.py:566(locator)
     2996    0.019    0.000    0.086    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pandas\core\common.py:235(asarray_tuplesafe)
     2996    0.004    0.000    0.005    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\backend_bases.py:885(set_alpha)
     2982    0.001    0.000    0.001    0.000 {method 'get_kerning' of 'matplotlib.ft2font.FT2Font' objects}
     2966    0.003    0.000    0.003    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
     2948    0.000    0.000    0.000    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\numpy\core\multiarray.py:618(min_scalar_type)
     2948    0.017    0.000    0.103    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\colors.py:1128(process_value)
 2929/124    0.015    0.000    0.677    0.005 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\pyparsing\core.py:4287(parseImpl)
     2915    0.002    0.000    0.002    0.000 {built-in method numpy.zeros}
     2906    0.001    0.000    0.001    0.000 C:\Programming\ethos_penalps\src\ethos_penalps\time_data.py:39(get_next_process_state_switch_time)
     2830    0.006    0.000    0.023    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\transforms.py:259(frozen)
     2823    0.011    0.000    0.065    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\lines.py:1290(update_from)
     2803    0.008    0.000    0.008    0.000 {method 'take' of 'numpy.ndarray' objects}
     2788    0.002    0.000    0.002    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\ticker.py:1731(raise_if_exceeds)
     2784    0.002    0.000    0.033    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\artist.py:1422(is_alias)
     2772    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
     2760    0.005    0.000    0.012    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\urllib\parse.py:829(quote)
     2760    0.004    0.000    0.006    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\urllib\parse.py:900(quote_from_bytes)
     2760    0.005    0.000    0.017    0.000 C:\Users\Julian\mambaforge\envs\ethos_penalps\lib\site-packages\matplotlib\textpath.py:40(_get_char_id)
